,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,precipitation
6545,11.1,10.4,95,22,9.7,101.12,1
6546,10.8,9.8,94,20,16.1,101.12,1
6547,10.5,10.2,98,19,6.4,101.15,1
6548,10.5,9.9,96,24,8.0,101.13,1
6549,10.7,9.8,94,22,9.7,101.11,1
6550,10.6,9.9,95,20,9.7,101.08,1
6551,10.8,9.7,93,17,12.9,101.06,1
6552,10.8,9.4,91,13,8.0,101.03,1
6553,10.7,9.6,93,15,8.0,101.02,1
6554,10.3,9.8,97,20,6.4,100.97,1
6555,10.4,9.6,95,17,12.9,100.92,1
6556,10.8,9.5,92,17,12.9,100.96,0
6557,10.9,9.6,92,15,16.1,100.92,0
6558,11.0,9.6,91,13,19.3,100.9,0
6559,11.2,9.9,92,15,19.3,100.88,0
6560,11.4,9.9,90,19,19.3,100.9,0
6561,11.7,9.9,89,20,19.3,100.84,0
6562,11.9,10.1,89,17,19.3,100.79,0
6563,12.2,10.2,88,19,12.9,100.72,0
6564,11.8,11.1,95,17,9.7,100.65,1
6565,11.4,11.0,97,13,6.4,100.54,1
6566,11.5,11.1,97,19,8.0,100.46,1
6567,11.6,10.9,95,20,6.4,100.36,1
6568,11.7,11.2,97,13,8.0,100.28,1
6569,11.7,11.2,97,11,8.0,100.21,1
6570,11.6,11.5,99,4,9.7,100.15,1
6571,11.5,11.4,99,9,9.7,100.09,1
6572,11.6,11.6,100,9,8.0,100.0,1
6573,11.6,11.5,99,11,9.7,99.9,1
6574,11.6,11.2,97,13,16.1,99.79,1
6575,11.5,11.2,98,15,6.4,99.72,1
6576,11.5,11.1,97,15,19.3,99.62,1
6577,11.4,11.1,98,17,6.4,99.56,1
6578,11.3,11.2,99,15,6.4,99.5,1
6579,11.2,11.0,99,17,8.0,99.44,1
6580,11.3,11.1,99,15,6.4,99.44,1
6581,11.3,11.1,99,15,8.0,99.47,1
6582,11.7,11.0,95,15,19.3,99.51,0
6583,12.1,11.2,94,17,19.3,99.6,1
6584,12.6,11.8,95,17,24.1,99.7,0
6585,14.0,12.3,89,19,24.1,99.8,0
6586,14.9,12.0,83,20,24.1,99.88,0
6587,14.8,11.9,83,26,24.1,99.96,0
6588,14.8,11.3,80,17,24.1,100.06,0
6589,14.9,11.5,80,19,24.1,100.14,0
6590,15.3,11.4,78,24,24.1,100.2,0
6591,15.2,11.5,79,26,24.1,100.27,0
6592,15.0,11.5,80,19,24.1,100.35,0
6593,14.9,11.4,80,17,48.3,100.45,0
6594,14.6,11.6,82,6,25.0,100.51,0
6595,14.6,11.7,83,9,25.0,100.57,0
6596,13.8,11.7,87,9,25.0,100.61,0
6597,13.8,12.0,89,6,25.0,100.65,0
6598,13.1,12.7,97,6,25.0,100.66,0
6599,14.2,12.9,92,22,25.0,100.75,0
6600,13.5,12.7,95,9,25.0,100.74,0
6601,12.8,12.6,99,9,25.0,100.76,0
6602,12.4,12.3,99,7,19.3,100.77,0
6603,12.1,11.8,98,7,19.3,100.82,0
6604,12.0,11.9,99,6,19.3,100.85,0
6605,11.1,11.0,99,6,16.1,100.92,0
6606,11.2,11.2,100,0,48.3,100.96,0
6607,11.9,11.8,99,4,24.1,101.04,0
6608,13.0,12.4,96,9,24.1,101.08,0
6609,14.3,13.1,92,6,24.1,101.08,0
6610,15.2,13.3,88,9,24.1,101.09,0
6611,16.6,13.9,84,7,24.1,101.08,0
6612,18.2,13.6,75,13,24.1,101.1,0
6613,18.2,12.9,71,9,24.1,101.03,0
6614,18.7,12.4,67,11,24.1,101.03,0
6615,18.8,11.5,63,9,24.1,101.08,0
6616,18.7,12.6,68,6,24.1,101.06,0
6617,17.9,13.9,77,9,24.1,101.1,0
6618,16.6,13.3,81,9,24.1,101.16,0
6619,15.0,13.3,90,11,25.0,101.18,0
6620,14.6,13.0,90,9,25.0,101.22,0
6621,14.0,12.8,92,6,25.0,101.27,0
6622,14.2,12.9,92,4,25.0,101.28,0
6623,11.4,10.9,97,4,25.0,101.31,0
6624,11.9,11.7,99,4,25.0,101.3,0
6625,11.3,11.0,98,4,25.0,101.33,0
6626,11.3,11.2,99,7,25.0,101.32,0
6627,11.6,11.4,99,7,25.0,101.33,0
6628,11.5,11.2,98,7,25.0,101.37,0
6629,11.0,11.0,100,11,3.2,101.38,0
6630,11.5,11.5,100,11,0.6,101.42,0
6631,11.7,11.7,100,13,0.6,101.49,0
6632,11.4,11.4,100,15,1.6,101.54,0
6633,12.7,12.6,99,19,4.8,101.53,0
6634,14.8,13.5,92,19,9.7,101.5,0
6635,15.8,13.7,87,19,12.9,101.48,0
6636,16.9,13.2,79,19,24.1,101.42,0
6637,17.5,13.5,77,13,19.3,101.4,0
6638,18.7,13.6,72,13,19.3,101.4,0
6639,19.3,13.9,71,13,24.1,101.4,0
6640,19.2,14.2,73,11,24.1,101.42,0
6641,19.2,13.9,71,11,24.1,101.45,0
6642,18.9,13.9,73,11,25.0,101.47,0
6643,19.0,13.9,72,7,25.0,101.51,0
6644,18.6,14.3,76,9,25.0,101.51,0
6645,18.6,14.4,77,11,25.0,101.53,0
6646,18.3,14.7,80,7,25.0,101.56,0
6647,18.0,14.9,82,7,25.0,101.57,0
6648,17.0,15.1,89,11,16.1,101.55,0
6649,16.1,14.7,91,11,16.1,101.55,0
6650,14.7,14.1,96,11,6.4,101.56,1
6651,12.6,11.8,95,13,9.7,101.55,1
6652,11.7,11.5,99,15,19.3,101.55,0
6653,11.5,11.0,97,9,16.1,101.59,0
6654,11.3,10.8,97,9,6.4,101.58,0
6655,11.4,11.1,98,13,4.0,101.58,1
6656,12.0,11.8,99,7,4.0,101.57,0
6657,12.1,12.0,99,11,2.8,101.54,1
6658,12.6,12.5,99,9,4.8,101.47,1
6659,13.3,12.8,97,6,6.4,101.47,0
6660,13.6,13.0,96,0,6.4,101.42,1
6661,14.4,13.2,92,0,6.4,101.38,1
6662,15.6,14.3,92,4,8.0,101.3,1
6663,15.9,14.7,93,4,9.7,101.24,0
6664,16.0,15.5,97,4,9.7,101.18,0
6665,15.8,15.3,97,4,9.7,101.13,0
6666,14.6,14.5,99,0,9.7,101.12,0
6667,14.8,14.6,99,6,9.7,101.1,0
6668,14.1,14.1,100,4,9.7,101.1,0
6669,14.4,13.7,96,6,9.7,101.07,0
6670,15.3,13.8,91,13,12.9,101.01,0
6671,16.6,13.7,83,13,9.7,100.97,1
6672,15.8,12.7,82,11,12.9,100.94,0
6673,15.3,12.6,84,15,12.9,100.94,0
6674,15.7,12.7,82,17,16.1,100.92,0
6675,14.7,12.6,87,17,19.3,100.94,0
6676,14.4,12.6,89,13,19.3,100.96,0
6677,13.8,12.6,92,17,19.3,100.96,0
6678,13.7,12.9,95,4,16.1,100.93,0
6679,15.3,14.0,92,6,24.1,100.92,0
6680,16.8,14.3,85,9,24.1,100.92,0
6681,17.3,13.6,79,13,24.1,100.84,0
6682,18.9,14.4,75,11,24.1,100.87,1
6683,17.5,14.3,81,22,24.1,100.85,0
6684,18.5,15.3,82,19,24.1,100.74,0
6685,19.2,14.9,76,20,24.1,100.69,0
6686,20.2,15.6,75,19,24.1,100.6,0
6687,20.7,15.4,72,26,24.1,100.57,0
6688,20.3,15.4,73,28,24.1,100.55,0
6689,19.7,14.8,73,26,24.1,100.55,0
6690,19.0,14.8,77,24,25.0,100.53,0
6691,18.7,14.2,75,32,25.0,100.53,0
6692,18.1,14.0,77,24,25.0,100.55,0
6693,17.8,13.8,77,22,25.0,100.56,0
6694,17.4,12.1,71,19,25.0,100.54,0
6695,17.0,10.9,67,17,25.0,100.53,0
6696,16.8,11.2,70,13,25.0,100.51,0
6697,16.1,10.9,71,17,25.0,100.5,0
6698,15.4,9.6,68,11,25.0,100.44,1
6699,14.6,10.1,74,11,25.0,100.39,1
6700,11.0,9.7,92,13,16.1,100.35,1
6701,9.4,8.8,96,15,16.1,100.32,1
6702,9.1,8.7,97,6,16.1,100.35,1
6703,8.6,8.4,99,11,8.0,100.35,1
6704,8.8,8.4,97,7,19.3,100.36,1
6705,9.5,8.6,94,7,24.1,100.33,1
6706,9.7,8.7,93,13,24.1,100.32,1
6707,9.6,8.4,92,13,24.1,100.35,1
6708,10.9,9.3,90,17,24.1,100.32,0
6709,11.8,9.0,83,20,24.1,100.3,0
6710,13.8,8.9,72,17,24.1,100.28,0
6711,14.4,8.8,69,28,48.3,100.25,0
6712,14.6,7.7,63,28,48.3,100.26,0
6713,12.0,7.9,76,9,48.3,100.32,0
6714,9.7,7.2,84,19,25.0,100.43,0
6715,10.2,5.9,75,26,25.0,100.52,0
6716,9.8,5.5,75,17,25.0,100.58,0
6717,9.7,5.2,74,19,25.0,100.66,0
6718,9.2,4.4,72,26,25.0,100.75,0
6719,8.7,4.0,72,22,25.0,100.79,0
6720,8.8,4.2,73,28,25.0,100.82,0
6721,8.4,4.4,76,17,25.0,100.9,0
6722,7.0,4.2,82,15,25.0,100.93,0
6723,6.5,3.9,83,11,25.0,101.01,0
6724,5.3,3.7,89,13,25.0,101.09,0
6725,5.7,3.8,88,7,25.0,101.19,0
6726,5.9,3.7,86,11,24.1,101.25,0
6727,6.0,3.7,85,13,24.1,101.31,0
6728,5.9,3.3,83,9,24.1,101.29,0
6729,6.9,2.5,74,9,48.3,101.3,0
6730,8.5,3.1,69,22,48.3,101.3,0
6731,9.0,1.5,59,15,48.3,101.33,0
6732,9.2,0.6,55,22,48.3,101.36,0
6733,9.3,-0.5,50,20,48.3,101.32,0
6734,10.2,-0.6,47,17,48.3,101.25,0
6735,10.5,0.3,49,11,48.3,101.24,0
6736,9.2,-0.2,52,11,48.3,101.23,0
6737,8.6,-1.2,50,13,48.3,101.26,0
6738,7.3,-0.1,59,9,25.0,101.27,0
6739,7.3,0.9,64,6,25.0,101.3,0
6740,7.4,0.4,61,6,25.0,101.33,0
6741,7.3,0.6,62,7,25.0,101.34,0
6742,7.5,0.4,61,0,25.0,101.38,0
6743,6.5,1.4,70,15,25.0,101.44,1
6744,6.4,2.9,78,9,25.0,101.49,1
6745,6.2,2.9,79,7,25.0,101.52,1
6746,5.4,3.0,84,6,25.0,101.5,0
6747,5.1,2.9,86,0,25.0,101.52,0
6748,3.6,2.4,92,6,25.0,101.58,0
6749,2.8,2.6,99,0,25.0,101.62,0
6750,2.4,1.9,96,9,24.1,101.73,0
6751,2.5,1.3,92,6,48.3,101.83,0
6752,5.4,1.1,74,7,48.3,101.92,0
6753,6.6,0.5,65,4,48.3,101.94,0
6754,8.6,-1.7,48,7,48.3,101.97,0
6755,10.0,-1.0,46,9,48.3,101.95,0
6756,10.7,-2.0,41,13,48.3,101.95,0
6757,11.1,-1.3,42,13,48.3,101.93,0
6758,11.6,-1.5,40,19,48.3,101.91,0
6759,11.9,0.3,45,9,48.3,101.89,0
6760,12.0,-0.1,43,13,48.3,101.9,0
6761,11.5,-1.0,42,9,48.3,101.94,0
6762,10.6,-0.7,45,7,25.0,101.98,0
6763,9.7,1.5,57,15,25.0,102.03,0
6764,8.1,2.2,66,7,25.0,102.05,0
6765,7.3,2.7,73,9,25.0,102.08,0
6766,8.0,2.0,66,4,25.0,102.08,0
6767,7.4,1.9,68,7,25.0,102.06,0
6768,5.8,2.6,80,6,25.0,102.06,0
6769,5.8,3.3,84,4,25.0,102.08,0
6770,5.9,3.4,84,6,25.0,102.06,0
6771,5.9,3.2,83,4,25.0,102.02,0
6772,4.3,2.7,89,7,25.0,102.04,0
6773,5.1,3.2,88,4,25.0,102.08,0
6774,5.4,3.7,89,7,48.3,102.09,0
6775,6.7,5.3,91,9,48.3,102.09,0
6776,8.4,6.0,85,15,48.3,102.08,0
6777,10.3,6.4,77,15,48.3,102.06,0
6778,12.5,6.0,65,17,48.3,102.0,0
6779,13.5,4.7,55,6,48.3,101.93,0
6780,14.4,4.4,51,7,48.3,101.84,0
6781,15.0,4.4,49,7,48.3,101.71,0
6782,14.9,3.2,45,11,48.3,101.66,0
6783,15.0,4.6,50,13,48.3,101.59,0
6784,14.5,4.0,49,13,48.3,101.57,0
6785,13.6,4.8,55,22,48.3,101.5,0
6786,13.2,4.8,57,20,25.0,101.44,0
6787,12.8,4.5,57,19,25.0,101.45,0
6788,11.9,4.6,61,19,25.0,101.4,0
6789,11.4,4.5,62,19,25.0,101.36,0
6790,10.6,7.4,81,17,25.0,101.32,0
6791,10.4,7.4,82,19,25.0,101.26,0
6792,10.0,7.4,84,15,25.0,101.22,0
6793,10.3,7.8,84,11,25.0,101.18,0
6794,11.0,7.8,81,15,25.0,101.09,0
6795,11.3,7.9,80,13,25.0,101.01,0
6796,11.3,8.1,81,30,25.0,100.94,0
6797,11.2,8.3,82,20,25.0,100.9,0
6798,11.5,8.4,81,37,24.1,100.85,0
6799,11.6,8.8,83,39,24.1,100.8,0
6800,12.0,8.8,81,32,24.1,100.73,0
6801,12.5,8.9,79,32,24.1,100.64,0
6802,13.5,9.0,74,33,24.1,100.53,0
6803,12.2,10.6,90,13,12.9,100.43,1
6804,13.3,9.9,80,20,19.3,100.33,0
6805,12.5,10.8,89,19,4.0,100.24,1
6806,12.8,11.8,94,19,48.3,100.07,0
6807,13.2,11.2,88,15,48.3,100.01,0
6808,13.7,10.4,80,26,16.1,100.02,1
6809,11.5,7.7,77,33,24.1,100.13,1
6810,8.9,7.1,88,19,25.0,100.25,0
6811,7.8,6.1,89,17,25.0,100.31,0
6812,7.4,5.9,90,15,25.0,100.34,0
6813,7.9,5.9,87,19,25.0,100.37,0
6814,7.7,5.7,87,11,25.0,100.4,0
6815,6.7,4.9,88,9,25.0,100.37,0
6816,7.2,4.4,82,17,25.0,100.4,0
6817,6.7,3.8,82,20,25.0,100.42,0
6818,6.6,3.8,82,32,25.0,100.45,0
6819,6.6,3.9,83,24,25.0,100.51,0
6820,6.0,3.2,82,26,25.0,100.68,0
6821,5.5,2.5,81,28,25.0,100.84,0
6822,5.0,2.4,83,22,24.1,100.95,0
6823,4.9,2.3,83,26,24.1,101.05,0
6824,6.0,2.3,77,20,24.1,101.14,0
6825,6.8,1.2,67,24,24.1,101.2,0
6826,7.7,0.2,59,32,48.3,101.19,0
6827,8.7,1.2,59,24,48.3,101.2,0
6828,8.0,-0.6,55,30,48.3,101.22,0
6829,9.2,-1.8,46,30,48.3,101.22,0
6830,9.7,-1.7,45,26,48.3,101.2,0
6831,9.8,-2.9,41,30,48.3,101.21,0
6832,9.8,-2.7,41,28,48.3,101.18,0
6833,9.1,-2.2,45,19,24.1,101.15,0
6834,9.1,0.9,56,30,25.0,101.19,1
6835,8.4,2.2,65,37,25.0,101.13,1
6836,7.0,3.6,79,32,25.0,101.07,1
6837,6.6,4.2,85,22,25.0,100.93,1
6838,6.9,3.9,81,22,25.0,100.77,1
6839,8.2,4.2,76,19,25.0,100.69,1
6840,7.7,5.3,85,22,25.0,100.74,1
6841,8.1,5.4,83,24,25.0,100.75,1
6842,7.9,4.4,79,30,25.0,100.76,0
6843,7.2,1.1,65,33,25.0,100.83,0
6844,5.5,0.6,71,26,25.0,101.0,0
6845,4.4,-0.1,73,24,25.0,101.14,0
6846,3.6,-0.4,75,24,24.1,101.3,0
6847,3.7,-0.4,75,17,24.1,101.45,0
6848,4.8,-0.7,68,17,24.1,101.57,0
6849,5.4,-1.7,60,19,24.1,101.68,0
6850,5.4,-2.4,57,20,24.1,101.74,0
6851,6.2,-3.4,50,22,24.1,101.76,0
6852,5.6,-5.1,46,30,24.1,101.83,0
6853,6.2,-5.5,43,26,24.1,101.87,0
6854,6.2,-5.1,44,22,24.1,101.93,0
6855,6.4,-5.4,43,20,24.1,101.98,0
6856,5.2,-5.3,47,19,24.1,102.07,0
6857,4.7,-5.1,49,22,24.1,102.13,0
6858,4.0,-4.5,54,15,25.0,102.21,0
6859,2.5,-3.9,63,13,25.0,102.28,0
6860,1.2,-3.6,70,9,25.0,102.35,0
6861,0.7,-4.0,71,7,25.0,102.41,0
6862,0.0,-4.7,71,9,25.0,102.47,0
6863,-0.2,-4.9,71,9,25.0,102.48,0
6864,1.9,-3.8,66,9,25.0,102.49,0
6865,-0.9,-3.8,81,7,25.0,102.51,0
6866,0.1,-3.6,76,4,25.0,102.47,0
6867,-1.6,-3.6,86,4,25.0,102.49,0
6868,-1.9,-3.8,87,4,25.0,102.52,0
6869,-1.9,-3.9,86,0,25.0,102.53,0
6870,-1.0,-3.3,84,0,48.3,102.54,0
6871,1.0,-2.2,79,6,48.3,102.56,0
6872,3.4,-1.3,71,11,48.3,102.57,0
6873,4.5,1.2,79,17,48.3,102.55,0
6874,6.1,-1.1,60,19,48.3,102.52,0
6875,7.7,-3.7,44,28,48.3,102.46,0
6876,9.7,-1.9,44,22,48.3,102.37,0
6877,8.6,-2.8,45,20,48.3,102.24,0
6878,9.8,-3.1,40,19,48.3,102.2,0
6879,9.4,-2.1,44,19,48.3,102.18,0
6880,9.5,-2.7,42,17,48.3,102.14,0
6881,9.1,-2.7,43,13,25.0,102.08,0
6882,8.8,-2.4,45,7,25.0,102.01,0
6883,8.2,-1.1,52,15,25.0,101.92,0
6884,7.9,-1.4,52,15,25.0,101.85,0
6885,8.3,-1.9,49,9,25.0,101.73,0
6886,8.2,-0.9,53,24,25.0,101.75,1
6887,5.6,3.0,83,19,9.7,101.77,1
6888,5.4,3.1,85,7,8.0,101.68,1
6889,4.6,3.4,92,20,9.7,101.51,1
6890,4.4,3.2,92,17,11.3,101.35,1
6891,4.6,3.8,95,17,9.7,101.24,1
6892,4.9,4.3,96,17,8.0,101.16,1
6893,5.4,4.5,94,9,9.7,101.18,1
6894,5.5,4.5,93,11,12.9,101.11,1
6895,5.9,4.8,93,6,9.7,101.16,0
6896,6.2,5.4,95,7,4.8,101.13,0
6897,6.8,5.4,91,7,16.1,101.13,0
6898,7.3,5.7,90,6,16.1,101.14,1
6899,6.7,6.4,98,11,3.2,101.11,1
6900,6.7,6.3,97,13,2.4,101.0,1
6901,6.6,6.3,98,13,1.6,100.94,1
6902,6.6,6.3,98,19,2.0,100.84,1
6903,7.0,6.6,97,15,8.0,100.77,1
6904,7.5,7.1,97,15,3.2,100.68,1
6905,7.7,7.3,97,19,6.4,100.67,1
6906,9.9,9.4,97,11,2.0,100.56,1
6907,9.6,9.1,97,15,9.7,100.48,1
6908,10.0,9.3,95,15,9.7,100.31,0
6909,9.8,9.3,97,11,9.7,100.27,0
6910,9.4,9.1,98,7,9.7,100.17,0
6911,8.9,8.6,98,15,6.4,100.13,1
6912,8.8,8.4,97,13,9.7,100.05,1
6913,8.5,8.2,98,9,9.7,100.02,1
6914,8.7,8.4,98,11,9.7,99.88,1
6915,8.8,8.4,97,9,9.7,99.78,1
6916,11.9,10.7,92,4,12.9,99.66,0
6917,13.5,11.6,88,11,16.1,99.62,0
6918,13.6,11.5,87,19,24.1,99.56,0
6919,13.8,11.1,84,19,24.1,99.53,0
6920,14.4,11.3,82,20,24.1,99.53,0
6921,16.4,12.1,76,24,24.1,99.51,0
6922,16.6,12.7,78,20,24.1,99.5,0
6923,16.6,12.4,76,17,24.1,99.61,1
6924,16.4,10.6,69,22,24.1,99.63,0
6925,16.3,10.7,69,28,24.1,99.64,0
6926,17.8,9.3,57,30,48.3,99.65,0
6927,16.2,9.0,62,28,24.1,99.7,0
6928,15.5,8.9,65,30,24.1,99.7,0
6929,14.7,8.2,65,33,24.1,99.69,0
6930,13.7,8.7,72,32,25.0,99.7,0
6931,12.9,8.3,74,30,25.0,99.72,0
6932,12.6,7.9,73,30,25.0,99.76,0
6933,12.1,6.8,70,26,25.0,99.74,0
6934,12.1,5.1,62,32,25.0,99.73,0
6935,11.6,3.5,57,28,25.0,99.75,0
6936,9.8,3.8,66,28,25.0,99.81,0
6937,9.2,3.9,69,24,25.0,99.89,0
6938,7.6,1.8,67,30,25.0,99.88,0
6939,6.7,2.6,75,19,25.0,99.88,0
6940,6.6,3.0,78,22,25.0,99.94,0
6941,5.9,2.9,81,19,25.0,99.99,0
6942,5.2,1.0,74,28,24.1,100.05,0
6943,4.8,0.8,75,15,24.1,100.18,0
6944,5.6,0.7,71,22,24.1,100.24,0
6945,6.0,1.3,72,19,24.1,100.27,0
6946,7.6,1.6,66,26,24.1,100.3,0
6947,7.7,1.4,64,22,24.1,100.34,0
6948,7.8,1.6,65,28,24.1,100.35,0
6949,8.2,1.2,61,24,24.1,100.38,0
6950,8.6,0.7,58,30,24.1,100.37,0
6951,8.4,0.7,58,32,24.1,100.39,0
6952,8.4,0.0,55,28,24.1,100.43,0
6953,7.3,-0.5,58,20,24.1,100.47,0
6954,6.5,-0.2,62,15,25.0,100.54,0
6955,4.9,-0.2,70,9,25.0,100.57,0
6956,3.7,-0.3,75,7,25.0,100.63,0
6957,3.0,-0.5,78,11,25.0,100.66,0
6958,4.1,-0.4,72,7,25.0,100.73,0
6959,1.6,-0.5,86,7,25.0,100.75,0
6960,3.8,0.5,79,11,25.0,100.8,0
6961,2.8,0.6,85,9,25.0,100.86,0
6962,1.1,-1.2,85,7,25.0,100.91,0
6963,1.8,-0.9,82,6,25.0,100.92,0
6964,2.2,-0.2,84,7,25.0,100.96,0
6965,2.6,0.2,84,0,25.0,100.95,0
6966,2.7,0.4,85,0,24.1,100.98,0
6967,3.3,0.7,83,0,24.1,101.02,0
6968,6.3,2.0,74,0,24.1,101.06,0
6969,7.1,4.1,81,6,24.1,101.08,0
6970,9.1,1.3,58,6,24.1,101.08,0
6971,10.1,2.1,58,6,48.3,101.02,0
6972,10.8,2.1,55,7,48.3,100.97,0
6973,11.4,1.9,52,6,48.3,100.9,0
6974,12.0,2.4,52,0,48.3,100.88,0
6975,12.5,2.9,52,4,48.3,100.86,0
6976,12.5,3.5,54,4,48.3,100.87,0
6977,11.7,4.0,59,11,24.1,100.87,0
6978,11.0,4.7,65,7,25.0,100.94,0
6979,11.7,3.6,58,7,25.0,100.93,0
6980,11.7,3.2,56,9,25.0,100.92,0
6981,11.6,3.6,58,11,25.0,100.92,0
6982,11.7,4.1,60,7,25.0,100.93,0
6983,11.1,4.9,66,11,25.0,100.9,0
6984,11.1,4.8,65,6,25.0,100.92,0
6985,10.9,5.2,68,4,25.0,100.92,0
6986,10.9,4.9,66,4,25.0,100.92,0
6987,8.9,5.3,78,9,25.0,100.91,0
6988,9.1,5.7,79,11,25.0,100.92,0
6989,9.4,5.8,78,11,25.0,100.94,0
6990,9.0,5.8,80,11,48.3,100.96,0
6991,10.7,5.1,68,9,48.3,100.98,0
6992,12.2,5.7,64,6,48.3,101.02,0
6993,14.4,6.4,59,15,48.3,100.99,0
6994,16.1,6.7,54,15,48.3,100.97,0
6995,17.9,6.3,47,15,48.3,100.94,0
6996,18.3,6.3,45,17,48.3,100.9,0
6997,18.3,6.2,45,22,48.3,100.85,0
6998,19.3,5.8,41,28,48.3,100.78,0
6999,18.6,3.6,37,26,48.3,100.78,0
7000,18.3,3.8,38,28,48.3,100.69,0
7001,16.6,4.7,45,15,48.3,100.74,0
7002,16.0,5.1,48,17,25.0,100.8,0
7003,15.6,5.2,50,15,25.0,100.86,0
7004,14.9,5.7,54,17,25.0,100.9,0
7005,13.8,6.0,59,17,25.0,100.95,0
7006,14.4,5.9,57,19,25.0,100.99,0
7007,12.7,5.7,62,15,25.0,100.96,0
7008,12.3,6.1,66,17,25.0,100.94,0
7009,11.7,5.8,67,17,25.0,100.92,0
7010,11.7,6.0,68,15,25.0,100.92,0
7011,12.0,6.0,67,19,25.0,100.94,0
7012,11.9,6.7,70,13,25.0,100.96,1
7013,11.7,8.7,82,17,19.3,100.96,1
7014,11.2,9.8,91,15,9.7,100.91,1
7015,11.3,9.9,91,17,9.7,101.0,1
7016,11.7,10.2,91,13,16.1,100.92,1
7017,12.8,10.6,86,24,24.1,100.77,0
7018,13.1,11.0,87,24,25.0,100.79,1
7019,12.8,11.5,92,9,19.3,100.79,1
7020,13.0,11.5,91,11,16.1,100.77,1
7021,13.1,11.9,92,17,12.9,100.64,1
7022,13.0,12.1,94,15,8.0,100.55,1
7023,13.3,12.1,92,13,9.7,100.45,1
7024,12.9,12.3,96,7,3.2,100.45,1
7025,13.1,12.1,94,17,6.4,100.38,1
7026,13.1,12.1,94,22,12.9,100.29,1
7027,13.5,12.4,93,7,9.7,100.29,1
7028,13.8,12.9,94,19,12.9,100.13,1
7029,13.8,12.6,92,17,24.1,100.16,0
7030,13.4,12.3,93,7,16.1,100.15,0
7031,13.5,12.3,92,11,16.1,100.1,0
7032,13.2,12.3,94,13,16.1,100.02,0
7033,12.9,12.2,96,15,6.4,99.97,0
7034,12.8,12.2,96,19,4.8,99.84,0
7035,12.8,12.1,96,13,6.4,99.83,1
7036,12.4,11.9,97,7,11.3,99.83,0
7037,12.5,12.0,97,4,8.0,99.84,0
7038,10.6,10.6,100,4,0.4,99.87,0
7039,11.8,11.6,99,4,2.4,99.88,0
7040,12.7,12.5,99,4,1.0,99.89,0
7041,13.8,13.2,96,4,9.7,99.89,0
7042,16.0,13.2,83,15,24.1,99.87,0
7043,16.4,12.2,76,19,24.1,99.93,0
7044,18.1,11.9,67,20,48.3,99.89,0
7045,17.6,10.6,64,11,48.3,99.75,0
7046,17.2,10.4,64,22,48.3,99.79,0
7047,16.4,8.8,61,22,24.1,99.75,0
7048,14.0,9.2,73,15,24.1,99.9,1
7049,13.4,9.2,76,11,24.1,99.95,1
7050,12.3,7.2,71,19,25.0,100.01,0
7051,11.6,5.9,68,20,25.0,100.04,0
7052,10.7,5.5,70,17,25.0,100.06,0
7053,11.0,6.1,72,13,25.0,100.07,0
7054,10.5,6.2,75,11,25.0,100.05,0
7055,10.2,6.4,77,19,25.0,100.05,0
7056,9.2,6.3,82,13,25.0,100.07,0
7057,9.9,6.8,81,19,25.0,100.14,0
7058,10.3,7.2,81,19,25.0,100.15,0
7059,10.6,7.2,79,26,25.0,100.15,0
7060,10.2,7.1,81,22,25.0,100.15,0
7061,10.5,7.3,81,24,25.0,100.15,1
7062,10.1,7.6,84,30,25.0,100.21,0
7063,9.8,7.1,83,28,24.1,100.26,0
7064,10.2,6.4,77,35,24.1,100.29,0
7065,10.4,6.0,74,26,24.1,100.27,0
7066,10.9,5.8,71,32,24.1,100.31,0
7067,11.2,5.9,70,33,24.1,100.33,0
7068,12.6,6.4,66,32,24.1,100.3,0
7069,12.6,5.6,62,32,24.1,100.3,0
7070,12.7,5.8,63,28,24.1,100.33,0
7071,12.2,5.7,64,32,24.1,100.39,0
7072,12.0,5.5,64,30,24.1,100.44,0
7073,11.8,5.7,66,28,25.0,100.51,0
7074,11.5,5.8,68,22,25.0,100.56,0
7075,11.3,5.6,68,22,25.0,100.6,0
7076,11.4,5.5,67,20,25.0,100.63,0
7077,10.7,5.9,72,22,25.0,100.66,0
7078,10.1,5.3,72,15,25.0,100.72,0
7079,9.3,4.9,74,17,25.0,100.75,0
7080,8.7,4.1,73,32,25.0,100.73,0
7081,8.0,3.9,75,26,25.0,100.77,0
7082,7.6,3.9,77,24,25.0,100.81,0
7083,7.1,3.9,80,17,25.0,100.84,0
7084,7.4,4.0,79,19,25.0,100.84,0
7085,7.4,4.2,80,24,25.0,100.9,0
7086,7.2,4.1,81,15,25.0,100.95,0
7087,7.8,4.4,79,15,24.1,101.0,0
7088,10.0,5.1,72,22,24.1,101.04,0
7089,9.8,5.3,74,24,24.1,101.08,0
7090,11.2,5.6,68,26,48.3,101.01,0
7091,12.7,6.3,65,30,48.3,101.06,0
7092,13.0,5.6,61,24,48.3,101.03,0
7093,14.2,6.2,59,24,48.3,101.0,0
7094,14.5,4.7,52,22,48.3,101.04,0
7095,14.6,5.0,52,28,48.3,101.05,0
7096,14.3,4.9,53,15,48.3,101.06,0
7097,13.2,4.7,56,20,24.1,101.11,0
7098,11.9,5.4,64,19,25.0,101.16,0
