,id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
4507,2035107,35107 (1991 VH),1.181829909,2.642652014,47603.07685,44971027.89,Earth,False,16.76,True
35217,3566695,(2011 KU15),0.116025908,0.259441818,87310.08518,40504140.84,Earth,False,21.8,True
65008,2504800,504800 (2010 CO1),0.110803882,0.247765013,42426.57249,70944398.38,Earth,False,21.9,True
28847,3753621,(2016 KL1),0.152951935,0.342010925,53057.75208,58089385.61,Earth,False,21.2,True
86948,2363027,363027 (1998 ST27),0.313729225,0.701519874,50049.06213,28075549.54,Earth,False,19.64,True
65130,2413260,413260 (2003 TL4),0.342416731,0.765667087,69459.91071,44768502.95,Earth,False,19.45,True
59390,3698847,(2014 WT202),0.160160338,0.358129403,59016.20137,66769344.62,Earth,False,21.1,True
59488,3645192,(2013 ND24),0.152951935,0.342010925,68178.70152,20697924.09,Earth,False,21.2,True
23950,2527715,527715 (2007 YQ56),0.278326768,0.622357573,49139.61229,64370577.21,Earth,False,19.9,True
64785,2613714,613714 (2007 DL41),0.182202771,0.407417781,48021.19174,7092268.664,Earth,False,20.82,True
19140,2504800,504800 (2010 CO1),0.110803882,0.247765013,89193.34142,71096026.45,Earth,False,21.9,True
44190,3764847,(2016 WG9),0.152951935,0.342010925,43122.48239,23819113.81,Earth,False,21.2,True
72912,3623580,(2013 AS27),0.139493823,0.311917671,62875.44155,41439717.4,Earth,False,21.4,True
35345,3170204,(2003 YS17),0.127219879,0.284472297,40286.42102,49310506.52,Earth,False,21.6,True
87431,54220007,(2021 VG19),0.148099972,0.331161605,47430.55163,18961907.37,Earth,False,21.27,True
18269,3893643,(2019 WL4),0.127219879,0.284472297,37190.11489,65519476.35,Earth,False,21.6,True
8989,3797698,(2018 AM12),0.152951935,0.342010925,43601.96828,35346399.95,Earth,False,21.2,True
32012,3117420,(2002 EY2),0.350392641,0.783501764,64480.81147,16166454.67,Earth,False,19.4,True
40110,2152770,152770 (1999 RR28),0.555334912,1.241766613,115888.9303,69480304.95,Earth,False,18.4,True
39124,3607784,(2012 QQ10),0.175612319,0.392681082,37347.3368,19137615.77,Earth,False,20.9,True
73811,2410778,410778 (2009 FG19),0.628861456,1.406176963,107690.4473,49907314.22,Earth,False,18.13,True
59649,3646734,(2013 QC11),0.12839703,0.287104486,66673.8761,6563856.868,Earth,False,21.58,True
27784,2301844,301844 (1990 UA),0.319561887,0.714562102,42684.64263,33355247.84,Earth,False,19.6,True
29700,2359369,359369 (2009 YG),0.555334912,1.241766613,114996.4746,58965439.46,Earth,False,18.4,True
24368,3409964,(2008 JG),0.180532326,0.403682552,30543.80952,32999144.89,Earth,False,20.84,True
18503,2480808,480808 (1994 XL1),0.175612319,0.392681082,82174.17391,51131383.59,Earth,False,20.9,True
49449,2005189,5189 (1990 UQ),0.718712133,1.607089186,50304.87449,9129063.725,Earth,False,17.84,True
41565,3761480,(2016 UZ25),0.127219879,0.284472297,74124.41415,61995419.89,Earth,False,21.6,True
39214,3605764,(2012 LK11),0.231502122,0.517654482,53796.90984,32587456.97,Earth,False,20.3,True
51120,54235530,(2022 AY1),0.104846751,0.234444462,48400.17876,62066977.81,Earth,False,22.02,True
67635,3714579,(2015 FE120),0.160160338,0.358129403,60161.35388,42705761.32,Earth,False,21.1,True
85661,3567991,(2011 LA19),0.389542616,0.87104377,55271.87688,43249186.2,Earth,False,19.17,True
40125,2143649,143649 (2003 QQ47),0.880146521,1.968067451,116541.2356,41827846.52,Earth,False,17.4,True
29565,2468910,468910 (2014 KQ76),0.124324001,0.277996917,59470.48376,60435356.13,Earth,False,21.65,True
60827,3788048,(2017 UX5),0.283501249,0.633928065,66337.61311,52329308.49,Earth,False,19.86,True
37724,2138175,138175 (2000 EE104),0.223128464,0.498930414,29706.68038,49135228.63,Earth,False,20.38,True
79013,54049873,(2020 OT6),0.252670754,0.564988982,45154.87647,25426474.77,Earth,False,20.11,True
83570,2231937,231937 (2001 FO32),0.810130488,1.811506842,123887.3942,2016391.662,Earth,False,17.58,True
89293,2068216,68216 (2001 CV26),1.260535197,2.818642388,74819.36217,74432446.98,Earth,False,16.62,True
27491,2467336,467336 (2002 LT38),0.211132445,0.472106499,23633.04741,14327134.29,Earth,False,20.5,True
79542,54051328,(2020 QH4),0.305179233,0.682401509,133186.0885,10948352.2,Earth,False,19.7,True
43360,3776549,(2017 NS5),0.183888672,0.411187571,76415.73661,25914446.54,Earth,False,20.8,True
2067,2443880,443880 (2001 UZ16),0.350392641,0.783501764,35937.37389,29289225.47,Earth,False,19.4,True
25701,3645089,(2013 NF19),0.127219879,0.284472297,118466.7884,41378668.82,Earth,False,21.6,True
58627,2612358,612358 (2002 JE9),0.140784543,0.314803809,76778.90768,42572659.5,Earth,False,21.38,True
14156,3285299,(2005 OE3),0.231502122,0.517654482,59322.95645,4202104.701,Earth,False,20.3,True
33541,2368565,368565 (2004 FE5),0.255008688,0.570216761,67554.37933,74185063.99,Earth,False,20.09,True
21721,3723888,(2015 NU2),0.174002295,0.38908096,45684.9831,61726355.78,Earth,False,20.92,True
218,3383904,(2007 RF2),0.192555078,0.430566244,64022.18854,56503227.29,Earth,False,20.7,True
23602,3582143,(2011 UT20),0.219055911,0.489823908,28287.50191,34523983.16,Earth,False,20.42,True
90426,2175706,175706 (1996 FG3),0.545198907,1.219101818,32251.19659,11715835.28,Earth,False,18.44,True
33492,2170086,170086 (2002 XR14),0.699125232,1.563291544,96237.98696,48317298.54,Earth,False,17.9,True
85883,2456938,456938 (2007 YV56),0.166937912,0.373284519,57358.08618,54025091.66,Earth,False,21.01,True
44697,3843758,(2019 RC),0.116025908,0.259441818,60121.64197,54545859.46,Earth,False,21.8,True
44794,2439437,439437 (2013 NK4),0.483676488,1.081533507,67484.11562,69776168.8,Earth,False,18.7,True
29449,3467177,(2009 SB),0.211132445,0.472106499,83801.54865,72558299.69,Earth,False,20.5,True
30235,2221980,221980 (1996 EO),0.421264611,0.941976306,43410.99468,58433440.32,Earth,False,19.0,True
77117,3763951,(2016 WJ1),0.146067964,0.326617897,52223.08188,48966882.77,Earth,False,21.3,True
13393,2152978,152978 (2000 GJ147),0.328514828,0.734581487,49211.19866,18473830.21,Earth,False,19.54,True
17750,2368565,368565 (2004 FE5),0.255008688,0.570216761,60706.78041,46886590.59,Earth,False,20.09,True
28112,2455148,455148 (1994 UG),0.160160338,0.358129403,51892.33465,34776500.77,Earth,False,21.1,True
58348,2066391,66391 Moshup (1999 KW4),1.278070988,2.85785361,77445.89283,5182006.997,Earth,False,16.59,True
87987,2422686,422686 (2000 AC6),0.133830462,0.29925401,45599.39137,23768539.29,Earth,False,21.49,True
62220,2357622,357622 (2005 EY95),0.227276732,0.508206223,55320.26757,10183654.09,Earth,False,20.34,True
4202,2524475,524475 (2002 KJ4),0.353634784,0.790751417,62414.12586,9682706.413,Earth,False,19.38,True
48936,3842939,(2019 MF1),0.116025908,0.259441818,65105.39555,73167421.57,Earth,False,21.8,True
19413,3251712,(2004 RE84),0.110803882,0.247765013,52718.07232,12067111.66,Earth,False,21.9,True
51705,3781301,(2017 QY34),0.175612319,0.392681082,89375.92325,70716030.85,Earth,False,20.9,True
85360,3160850,(2003 TK2),0.305179233,0.682401509,43963.31244,24767815.33,Earth,False,19.7,True
81746,54106742,(2021 BF3),0.124897854,0.279280092,64403.07893,49793007.67,Earth,False,21.64,True
6138,2286080,286080 (2001 TX1),0.157237082,0.351592805,61331.72734,62530584.66,Earth,False,21.14,True
81323,2455176,455176 (1999 VF22),0.189913124,0.424658654,134999.2889,57324741.86,Earth,False,20.73,True
57792,2467336,467336 (2002 LT38),0.211132445,0.472106499,65022.70227,52495024.65,Earth,False,20.5,True
82852,3669253,(2014 HQ124),0.437074004,0.977327184,62437.10717,64798383.41,Earth,False,18.92,True
50492,3655362,(2013 YC),0.148099972,0.331161605,107313.2364,40525825.23,Earth,False,21.27,True
68010,2462550,462550 (2009 CB3),0.318093633,0.711278987,95340.33198,55480495.26,Earth,False,19.61,True
63706,3843430,(2019 OY3),0.334622375,0.748238376,102392.6762,42910741.11,Earth,False,19.5,True
18154,3837956,(2019 BC1),0.231502122,0.517654482,65392.76662,56533107.16,Earth,False,20.3,True
52629,3765532,(2016 XG1),0.113908197,0.254706471,59173.0018,72454966.5,Earth,False,21.84,True
13823,2153220,153220 (2000 YN29),0.876102615,1.959025002,100822.2334,65291671.55,Earth,False,17.41,True
9529,2499582,499582 (2010 TH19),0.210162379,0.469937367,11592.71429,58523962.34,Earth,False,20.51,True
20298,2230111,230111 (2001 BE10),0.40230458,0.899580388,57099.93288,62829103.89,Earth,False,19.1,True
59499,2378160,378160 (2006 WX1),0.308003021,0.688715693,42571.34422,50605148.52,Earth,False,19.68,True
23095,2496013,496013 (2008 EL6),0.183888672,0.411187571,43563.15192,4469393.549,Earth,False,20.8,True
68706,2444004,444004 (2004 AS1),0.211132445,0.472106499,40838.78443,11683388.47,Earth,False,20.5,True
16213,2462238,462238 (2008 CN1),0.201629919,0.450858206,30776.94081,9778433.267,Earth,False,20.6,True
28385,3467187,(2009 SN),0.121494041,0.271668934,54461.49386,6824169.519,Earth,False,21.7,True
23141,2506859,506859 (2007 VW137),0.606114923,1.355314169,77158.79976,62168399.13,Earth,False,18.21,True
18880,2007341,7341 (1991 VK),1.067959975,2.388031102,31211.18519,10162028.1,Earth,False,16.98,True
61367,3350633,(2006 TU7),0.110803882,0.247765013,47823.01477,63563429.03,Earth,False,21.9,True
62212,3399918,(2008 AH33),0.334622375,0.748238376,84615.35718,27918615.65,Earth,False,19.5,True
84907,3825515,(2018 NC),0.210162379,0.469937367,48256.47393,13278335.22,Earth,False,20.51,True
31538,3063058,(2000 WC1),0.096506147,0.215794305,48426.82404,63591698.24,Earth,False,22.2,True
48165,3775207,(2017 MA),0.121494041,0.271668934,41983.06737,8579756.503,Earth,False,21.7,True
16959,2418849,418849 (2008 WM64),0.21406959,0.478674154,67798.23854,22104139.0,Earth,False,20.47,True
40601,2415713,415713 (1998 XX2),0.278326768,0.622357573,38226.89825,20285149.34,Earth,False,19.9,True
44117,2471240,471240 (2011 BT15),0.121494041,0.271668934,29416.99013,7607372.427,Earth,False,21.7,True
22304,2612989,612989 (2005 LW39),0.2658,0.594346868,59934.43641,61810404.65,Earth,False,20.0,True
64095,2398188,398188 Agni (2010 LE15),0.350392641,0.783501764,33955.36989,5973335.433,Earth,False,19.4,True
18600,54092904,(2020 WT2),0.161642283,0.361443134,63717.45691,32797719.57,Earth,False,21.08,True
78746,2357622,357622 (2005 EY95),0.227276732,0.508206223,39036.95554,60812489.05,Earth,False,20.34,True
41378,2163899,163899 (2003 SD220),0.784431412,1.754041962,36643.41162,22980177.36,Earth,False,17.65,True
12975,3475238,(2009 VZ),0.146067964,0.326617897,28834.66426,71583069.88,Earth,False,21.3,True
89616,3712675,(2015 DR215),0.210162379,0.469937367,29928.37673,6700087.032,Earth,False,20.51,True
42996,2470310,470310 (2007 LB15),0.350392641,0.783501764,77238.3863,31246493.28,Earth,False,19.4,True
37701,3401432,(2008 CS1),0.253837029,0.567596853,54216.05499,64185345.67,Earth,False,20.1,True
63563,2382825,382825 (2003 XB22),0.366906138,0.820427065,58864.21842,36886079.97,Earth,False,19.3,True
29465,3305002,(2005 WY55),0.192555078,0.430566244,113063.2766,60684558.49,Earth,False,20.7,True
11119,54051414,(2020 QC6),0.22108281,0.494356193,70107.47956,34724944.09,Earth,False,20.4,True
11931,3263539,(2004 XN29),0.105816886,0.23661375,75422.33052,13328909.39,Earth,False,22.0,True
1377,3776278,(2017 MU8),0.133215567,0.297879063,80224.42689,67600470.79,Earth,False,21.5,True
42784,2035396,35396 (1997 XF11),1.038855101,2.322950625,35159.00719,26925320.69,Earth,False,17.04,True
59233,3709286,(2002 LX64),0.152951935,0.342010925,94455.86713,45077224.71,Earth,False,21.2,True
62851,2304330,304330 (2006 SX217),0.431077124,0.963917753,45630.33653,4721269.702,Earth,False,18.95,True
64763,3621805,(2012 YY6),0.146067964,0.326617897,83023.27039,72921099.6,Earth,False,21.3,True
52622,2450894,450894 (2008 BT18),0.631764148,1.412667581,44256.11555,21111421.88,Earth,False,18.12,True
38850,3604304,(2012 KA4),0.160160338,0.358129403,102781.4143,14278508.5,Earth,False,21.1,True
51305,3798967,(2018 BD6),0.183888672,0.411187571,102920.5978,39875893.91,Earth,False,20.8,True
38406,3275514,(2005 GJ8),0.22108281,0.494356193,78422.48417,43142803.03,Earth,False,20.4,True
75667,3905989,(2019 XE1),0.305179233,0.682401509,113925.163,56258632.38,Earth,False,19.7,True
22173,2163026,163026 (2001 XR30),0.167708462,0.375007522,83364.12748,66252442.17,Earth,False,21.0,True
25969,3838259,(2019 CC5),0.105816886,0.23661375,44588.52664,30415449.14,Earth,False,22.0,True
27741,2341843,341843 (2008 EV5),0.2658,0.594346868,17815.54943,18115053.69,Earth,False,20.0,True
72499,3157022,(2003 MS2),0.152249185,0.340439527,59143.00235,46349050.88,Earth,False,21.21,True
39192,3412755,(2008 KV2),0.152249185,0.340439527,72530.27934,44696422.42,Earth,False,21.21,True
28234,3125003,(2002 JE9),0.139493823,0.311917671,70155.17804,35598680.97,Earth,False,21.4,True
43071,3645192,(2013 ND24),0.152951935,0.342010925,115729.2411,46516033.27,Earth,False,21.2,True
56389,3739246,(2016 AZ8),0.161642283,0.361443134,32927.94378,4454451.489,Earth,False,21.08,True
35957,2430544,430544 (2002 GM2),0.506471459,1.132504611,57820.93181,54051429.33,Earth,False,18.6,True
65820,3766964,(2017 BP5),0.231502122,0.517654482,134155.8406,54806333.12,Earth,False,20.3,True
72291,3752784,(2016 JC6),0.140784543,0.314803809,74865.26503,71032803.75,Earth,False,21.38,True
46162,2482796,482796 (2013 QJ10),0.334622375,0.748238376,51121.00523,39817484.67,Earth,False,19.5,True
39874,2163348,163348 (2002 NN4),0.256185755,0.572848762,80006.27989,51900681.92,Earth,False,20.08,True
58491,2371660,371660 (2007 CN26),0.167708462,0.375007522,15853.7558,45160503.94,Earth,False,21.0,True
32241,3170204,(2003 YS17),0.127219879,0.284472297,55834.9493,33278673.59,Earth,False,21.6,True
85037,54199511,(2021 RR23),0.209196771,0.4677782,70995.36917,38207805.18,Earth,False,20.52,True
56487,3145520,(2003 AC23),0.110803882,0.247765013,53809.19764,19838543.92,Earth,False,21.9,True
20421,2417816,417816 (2007 FA),0.231502122,0.517654482,31795.63284,42366410.7,Earth,False,20.3,True
56673,3838020,(2019 BT2),0.211132445,0.472106499,44763.20322,52295654.97,Earth,False,20.5,True
64679,2523818,523818 (2010 SH13),0.152951935,0.342010925,31723.17604,54721687.37,Earth,False,21.2,True
1813,2101869,101869 (1999 MM),0.384197891,0.859092601,48925.01539,44490255.22,Earth,False,19.2,True
27479,2523654,523654 (2011 SR5),0.192555078,0.430566244,116719.9131,73717739.07,Earth,False,20.7,True
90576,2481532,481532 (2007 LE),0.310852938,0.695088301,62091.10168,25057370.07,Earth,False,19.66,True
20007,2419624,419624 (2010 SO16),0.210162379,0.469937367,34344.09095,21360192.97,Earth,False,20.51,True
46239,3125005,(2002 JQ9),0.377185489,0.843412394,42499.23212,68471046.11,Earth,False,19.24,True
78441,54016975,(2020 JU),0.181365625,0.405545866,23132.26841,12367861.53,Earth,False,20.83,True
59661,2439437,439437 (2013 NK4),0.483676488,1.081533507,66242.18105,18210106.98,Earth,False,18.7,True
37784,2312070,312070 (2007 TA19),0.343997255,0.769201246,68245.41826,46383233.1,Earth,False,19.44,True
83244,54104895,(2020 XK7),0.334622375,0.748238376,56082.70514,18151410.25,Earth,False,19.5,True
17098,2144898,144898 (2004 VD17),0.447254765,1.000092059,56425.59363,53257378.48,Earth,False,18.87,True
14430,3315647,(2006 CF),0.231502122,0.517654482,53293.57187,39630244.35,Earth,False,20.3,True
19185,3365986,(2007 AV2),0.160160338,0.358129403,38764.81972,27572854.5,Earth,False,21.1,True
11778,2453707,453707 (2010 XY72),0.46190746,1.032856481,95153.44947,70759191.77,Earth,False,18.8,True
598,3449591,(2009 EP2),0.127219879,0.284472297,72180.28277,21751838.56,Earth,False,21.6,True
87898,2033342,33342 (1998 WT24),0.661538275,1.479244553,78564.05571,57785776.78,Earth,False,18.02,True
35202,2437844,437844 (1999 MN),0.156514644,0.349977383,116396.6695,73067164.94,Earth,False,21.15,True
1057,3076784,(2001 HL31),0.231502122,0.517654482,90456.03582,7563395.231,Earth,False,20.3,True
10021,2380636,380636 (2004 XN14),0.299609084,0.669946278,38529.05035,52786902.94,Earth,False,19.74,True
38690,2467336,467336 (2002 LT38),0.211132445,0.472106499,71729.25415,60934188.76,Earth,False,20.5,True
10867,2434096,434096 (2002 GO5),0.63760979,1.425738833,130388.6746,60348007.8,Earth,False,18.1,True
25905,2348314,348314 (2005 BC),0.699125232,1.563291544,55884.03323,34500205.08,Earth,False,17.9,True
68461,2523664,523664 (2012 OD1),0.520660914,1.164233197,72223.86717,43332549.11,Earth,False,18.54,True
22027,2302169,302169 (2001 TD45),0.295498293,0.660754271,125361.9216,72500034.15,Earth,False,19.77,True
39109,3884238,(2019 US10),0.192555078,0.430566244,52253.35576,56348385.48,Earth,False,20.7,True
66139,2551685,551685 (2013 HT15),0.120935826,0.270420729,34324.34499,60808828.93,Earth,False,21.71,True
33694,3588013,(2011 WL2),0.192555078,0.430566244,31801.88627,73385089.61,Earth,False,20.7,True
265,3798985,(2018 BT6),0.146067964,0.326617897,125015.7534,33625039.49,Earth,False,21.3,True
8472,2413260,413260 (2003 TL4),0.342416731,0.765667087,38062.20542,3885446.177,Earth,False,19.45,True
3784,2612356,612356 (2002 JX8),0.218049441,0.487573371,26880.26566,14295456.55,Earth,False,20.43,True
30818,3515065,(2010 GS7),0.133215567,0.297879063,41700.21516,10105385.22,Earth,False,21.5,True
62459,3672906,(2014 KT76),0.146742183,0.328125497,48338.29539,28202092.3,Earth,False,21.29,True
20319,2613986,613986 (2008 JG),0.180532326,0.403682552,57660.01765,35961409.0,Earth,False,20.84,True
27,3781344,(2017 RV),0.110803882,0.247765013,48655.30513,32797747.23,Earth,False,21.9,True
35363,3560915,(2011 GA),0.183888672,0.411187571,47179.65605,43394685.36,Earth,False,20.8,True
34386,3562866,(2011 GS60),0.421264611,0.941976306,93258.28964,62259518.72,Earth,False,19.0,True
50168,3788048,(2017 UX5),0.283501249,0.633928065,62208.76723,45398263.71,Earth,False,19.86,True
14651,3819665,(2018 HL2),0.146067964,0.326617897,63363.56162,74606999.83,Earth,False,21.3,True
78807,3007574,(1997 WQ23),0.183888672,0.411187571,64747.61838,34928589.82,Earth,False,20.8,True
86758,2365424,365424 (2010 KX7),0.110803882,0.247765013,67748.76782,56111399.76,Earth,False,21.9,True
12502,54051321,(2020 QZ3),0.175612319,0.392681082,67576.07357,42443825.19,Earth,False,20.9,True
13046,3686083,(2014 QL433),0.278326768,0.622357573,74568.82578,61764190.46,Earth,False,19.9,True
36159,2405212,405212 (2003 QC10),0.655473256,1.465682758,100323.983,19214482.94,Earth,False,18.04,True
68399,2250680,250680 (2005 QC5),0.315177333,0.704757942,73206.59556,52136555.99,Earth,False,19.63,True
38255,3740897,(2016 BC14),0.175612319,0.392681082,64008.56838,62348527.09,Earth,False,20.9,True
80332,3694987,(2014 UR116),0.291443905,0.651688382,60412.64509,31201345.47,Earth,False,19.8,True
39307,2418849,418849 (2008 WM64),0.21406959,0.478674154,62319.49111,21678377.97,Earth,False,20.47,True
24369,3423024,(2008 PF1),0.105816886,0.23661375,55818.23194,6665345.829,Earth,False,22.0,True
83741,54125409,(2021 DC2),0.114433973,0.255882143,51126.68232,45693474.76,Earth,False,21.83,True
1532,3678016,(2014 OX299),0.334622375,0.748238376,147174.3106,56124800.84,Earth,False,19.5,True
11907,3789446,(2017 VO15),0.319561887,0.714562102,63799.49278,20205348.33,Earth,False,19.6,True
47260,2363305,363305 (2002 NV16),0.141434375,0.316256878,29234.56339,73152460.66,Earth,False,21.37,True
43732,2326290,326290 Akhenaten (1998 HE3),0.11982708,0.267941497,68598.46164,73932233.55,Earth,False,21.73,True
5818,2434188,434188 (2003 AD23),0.39314701,0.879103439,60780.43029,68708504.42,Earth,False,19.15,True
5243,3290808,(2005 RC34),0.305179233,0.682401509,63480.55799,56304133.52,Earth,False,19.7,True
4550,54177976,(2021 PT),0.112345318,0.251211767,16960.67307,52915841.45,Earth,False,21.87,True
80923,54065904,(2020 TU5),0.22108281,0.494356193,114057.4378,60142349.04,Earth,False,20.4,True
9471,3646046,(2013 QU1),0.155795524,0.348369383,68117.54909,30655679.16,Earth,False,21.16,True
10521,2494999,494999 (2010 JU39),0.305179233,0.682401509,70456.71771,28346971.69,Earth,False,19.7,True
32960,2163683,163683 (2002 YP2),0.421264611,0.941976306,65290.20527,47805266.48,Earth,False,19.0,True
57765,2297300,297300 (1998 SC15),0.360209346,0.805452583,63930.54319,21020162.95,Earth,False,19.34,True
60125,3651198,(2013 TV135),0.334622375,0.748238376,31717.12354,6696228.589,Earth,False,19.5,True
90726,2066391,66391 Moshup (1999 KW4),1.278070988,2.85785361,120748.6288,65162749.92,Earth,False,16.59,True
6495,54161861,(2021 MK1),0.144728805,0.323623447,46962.94163,66464869.68,Earth,False,21.32,True
213,3758926,(2016 RT1),0.110803882,0.247765013,72215.13369,66325037.48,Earth,False,21.9,True
36235,54054526,(2020 SH2),0.105816886,0.23661375,107799.1335,50342298.02,Earth,False,22.0,True
21666,3388312,(2007 TR24),0.211132445,0.472106499,56471.48124,18886654.99,Earth,False,20.5,True
14007,3755203,(2016 NT22),0.334622375,0.748238376,129018.4286,22724391.95,Earth,False,19.5,True
42300,2476601,476601 (2008 SE85),0.291443905,0.651688382,81735.33982,15229769.18,Earth,False,19.8,True
80875,2517103,517103 (2013 EM20),0.273246732,0.610998268,27907.4213,16445859.03,Earth,False,19.94,True
24231,2348314,348314 (2005 BC),0.699125232,1.563291544,54233.31133,45209777.25,Earth,False,17.9,True
26419,3756949,(2016 PF8),0.146067964,0.326617897,67689.62667,67661330.33,Earth,False,21.3,True
68273,3265824,(2005 AV27),0.211132445,0.472106499,72227.48279,21262023.0,Earth,False,20.5,True
6066,3556126,(2011 BM45),0.127219879,0.284472297,72917.57442,35213219.04,Earth,False,21.6,True
15061,3715906,(2015 GZ13),0.305179233,0.682401509,114211.2821,48830885.09,Earth,False,19.7,True
52164,2001981,1981 Midas (1973 EA),2.401900301,5.370812349,95427.60189,13399773.01,Earth,False,15.22,True
49171,3780638,(2017 OP68),0.16926025,0.378477424,42168.37952,7651442.239,Earth,False,20.98,True
14044,2350523,350523 (2000 EA14),0.157237082,0.351592805,55173.51307,51580434.39,Earth,False,21.14,True
13497,2152680,152680 (1998 KJ9),0.350392641,0.783501764,89886.25024,23495336.06,Earth,False,19.4,True
4180,54146072,(2021 KD),0.122618211,0.274182656,49503.33021,32817481.37,Earth,False,21.68,True
88625,3837902,(2019 AG13),0.110803882,0.247765013,87213.87085,52127477.46,Earth,False,21.9,True
77140,3251513,(2004 RY10),0.160160338,0.358129403,79681.21762,15487940.96,Earth,False,21.1,True
18829,3767037,(2017 BD29),0.121494041,0.271668934,37501.52306,7629336.132,Earth,False,21.7,True
58765,3703166,(2014 YS34),0.183888672,0.411187571,49470.37123,31506592.71,Earth,False,20.8,True
5971,2357022,357022 (1999 YG3),0.411675457,0.920534307,101810.5615,64516646.92,Earth,False,19.05,True
81386,2480820,480820 (1998 VF32),0.180532326,0.403682552,65968.69375,13504238.31,Earth,False,20.84,True
43687,3152317,(2003 GQ22),0.134448195,0.300635304,37561.78301,51125197.36,Earth,False,21.48,True
59604,2004450,4450 Pan (1987 SY),0.983003302,2.198062205,44894.81572,43022930.56,Earth,False,17.16,True
48583,2488515,488515 (2001 FE90),0.201629919,0.450858206,79522.8052,66769473.57,Earth,False,20.6,True
6945,2387746,387746 (2003 MH4),0.2658,0.594346868,29648.20245,10335377.74,Earth,False,20.0,True
89086,3714452,(2015 FQ117),0.201629919,0.450858206,108218.1033,52561941.47,Earth,False,20.6,True
1203,2398188,398188 Agni (2010 LE15),0.350392641,0.783501764,64793.56771,65885882.92,Earth,False,19.4,True
47566,2485652,485652 (2011 WO41),1.272198785,2.844722965,57753.9987,51638246.25,Earth,False,16.6,True
19744,3369614,(2007 DS84),0.183888672,0.411187571,26975.51443,6170056.288,Earth,False,20.8,True
59768,2482796,482796 (2013 QJ10),0.334622375,0.748238376,44749.59239,22451772.62,Earth,False,19.5,True
64121,2450300,450300 (2004 QD14),0.211132445,0.472106499,76380.42975,56154934.37,Earth,False,20.5,True
47927,2192559,192559 (1998 VO),0.231502122,0.517654482,24384.87256,28199316.36,Earth,False,20.3,True
11500,2413577,413577 (2005 UL5),0.242412481,0.542050786,50174.74154,70729629.84,Earth,False,20.2,True
18691,2164202,164202 (2004 EW),0.183888672,0.411187571,24447.45545,34205581.26,Earth,False,20.8,True
42276,3334817,(2006 KY86),0.305179233,0.682401509,46667.21446,29043942.83,Earth,False,19.7,True
63450,3672561,(2014 KS40),0.100590039,0.224926165,24479.13194,7343218.866,Earth,False,22.11,True
680,3358522,(2006 VG13),0.139493823,0.311917671,50949.8319,63172165.92,Earth,False,21.4,True
42516,2444584,444584 (2006 UK),0.242412481,0.542050786,58409.30397,6847807.942,Earth,False,20.2,True
73874,3717040,(2015 HB10),0.608912622,1.361570015,95731.25261,63916745.71,Earth,False,18.2,True
81004,3152318,(2003 GR22),0.105816886,0.23661375,85187.2486,23024721.27,Earth,False,22.0,True
7638,3797861,(2018 BM3),0.110803882,0.247765013,61835.90585,58601551.85,Earth,False,21.9,True
31924,2458418,458418 (2011 AM12),0.334622375,0.748238376,75423.74852,73926601.02,Earth,False,19.5,True
62625,2528804,528804 (2009 BJ58),0.421264611,0.941976306,80461.93145,71414866.71,Earth,False,19.0,True
39738,2614134,614134 (2008 TC4),0.124324001,0.277996917,62436.94289,28981533.69,Earth,False,21.65,True
14022,2458418,458418 (2011 AM12),0.334622375,0.748238376,78550.81538,28784974.76,Earth,False,19.5,True
5465,54017196,(2020 KO3),0.242412481,0.542050786,65977.4945,51517526.02,Earth,False,20.2,True
80349,3651153,(2013 TR132),0.253837029,0.567596853,70554.21296,59347685.97,Earth,False,20.1,True
16829,3791289,(2017 XL2),0.146067964,0.326617897,107093.401,49250608.07,Earth,False,21.3,True
1019,3520666,(2010 JV34),0.179702855,0.401827799,78802.18993,37053921.16,Earth,False,20.85,True
69934,2152978,152978 (2000 GJ147),0.328514828,0.734581487,48024.67908,36408924.1,Earth,False,19.54,True
57976,3879227,(2019 UK),0.127219879,0.284472297,69240.29966,60089126.43,Earth,False,21.6,True
20125,2613403,613403 (2006 GB),0.227276732,0.508206223,18346.30067,30725426.18,Earth,False,20.34,True
29456,2477465,477465 (2009 XZ1),0.122618211,0.274182656,43943.26061,35683207.01,Earth,False,21.68,True
18348,54162241,(2019 WQ19),0.249203981,0.557237043,96190.38924,20707687.97,Earth,False,20.14,True
58716,2085989,85989 (1999 JD6),1.02933082,2.301653685,106048.5409,65389519.18,Earth,False,17.06,True
75902,3959221,(2019 YZ3),0.148783571,0.332690178,61522.12525,23209220.16,Earth,False,21.26,True
17995,3351835,(2006 UF17),0.127219879,0.284472297,80102.38582,20900265.48,Earth,False,21.6,True
72281,3884238,(2019 US10),0.192555078,0.430566244,51778.07481,57325702.35,Earth,False,20.7,True
64185,3767250,(2017 BS31),0.110803882,0.247765013,57955.45322,9569014.814,Earth,False,21.9,True
36420,2138524,138524 (2000 OJ8),1.214940408,2.716689341,37294.41761,19153466.9,Earth,False,16.7,True
18916,2025143,25143 Itokawa (1998 SF36),0.421264611,0.941976306,25052.06937,68687733.37,Earth,False,19.0,True
