,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
21478,0.321,1933,0.995,['Ignacio Corsini'],0.518,237040,0.088,0,0niOAh6La6yMJ1mKd0eiFj,0.0767,0,0.133,-22.093000000000004,0,El Rosal de los Cerros - Remasterizado,0,1933-06-26,0.1669999999999999,80.381
5210,0.961,1948,0.826,['Rosemary Clooney'],0.527,116933,0.633,0,3GVyT9fBXuEkGs1STo2WHZ,0.0,10,0.422,-8.56,0,Come On-A My House,45,1948,0.114,183.174
166752,0.6759999999999999,2001,0.00925,['Tha Dogg Pound'],0.659,354787,0.794,1,2OtKQIPx5qiHaPoGgdXKVY,2.8e-06,4,0.407,-4.845,0,Respect,40,2001-05-01,0.255,190.552
47398,0.615,1970,0.269,['Ike & Tina Turner'],0.457,215987,0.556,0,41iNc7X2FRjri7KPDrv0DV,0.000302,5,0.112,-9.588,1,Workin' Together,42,1970-04-19,0.184,170.827
123163,0.696,2012,0.252,"['Florida Georgia Line', 'Sarah Buxton']",0.573,205213,0.939,0,4nIwj4uuK2egtQaym18w3p,0.0,6,0.0692,-3.019,1,"Dayum, Baby",47,2012-01-01,0.0557,140.003
64824,0.963,1968,0.013,"['Los Corraleros De Majagual', 'Eliseo Herrera']",0.79,168493,0.69,0,7A4zHyi4SUqP7EQMxPmqnc,0.161,8,0.0491,-9.802,0,La Yerbita,29,1968-04-19,0.0523,108.84
103410,0.752,1993,0.0151,['Crash Test Dummies'],0.604,235933,0.866,0,5fsVthWDO8O4JwHSYMAD6F,0.00138,5,0.357,-6.742000000000001,1,Afternoons & Coffeespoons,46,1993-04-05,0.0335,122.917
119952,0.292,1995,0.00179,['Alice In Chains'],0.304,340560,0.8029999999999999,0,0v7lsOnFGN1oxkT3MMZ45j,0.000233,8,0.375,-7.4129999999999985,1,Nothin' Song,39,1995-10-30,0.0443,122.365
82555,0.4370000000000001,1971,0.6409999999999999,['Wings'],0.345,204920,0.369,0,0MPkIE24upEWpRtQ6xXm3j,0.0,2,0.102,-12.082,1,Tomorrow - Remastered 2018,36,1971-12-07,0.0332,205.693
44735,0.967,1957,0.984,"['Johann Sebastian Bach', 'Glenn Gould']",0.343,107453,0.488,0,1BVF4c964LEMZTH5FTgF7Y,0.85,0,0.191,-18.072,0,"Partita No. 2 in C Minor, BWV 826: VI. Capriccio",28,1957,0.0429,110.718
96361,0.287,1958,0.703,['Ray Charles'],0.3720000000000001,408200,0.114,0,3fkt47gpB6mVqF3EAn4C4p,0.000331,10,0.6920000000000001,-19.12,1,"A Fool for You - Live at Newport Jazz Festival, Rhode Island, 7/5/1958",13,1958,0.0432,74.583
101852,0.162,1985,0.448,['Luther Vandross'],0.525,359027,0.256,0,0Yn53RedJ4lpKbcSQf2WNE,0.000884,10,0.0779,-10.409,1,Other Side of the World,27,1985-03-08,0.0278,60.69
15973,0.976,2001,0.858,['Banda El Recodo'],0.701,196893,0.569,0,3DqQhY5S4RIWIoFuowD7kX,0.000167,0,0.0733,-5.5870000000000015,1,Y Llegaste Tú,61,2001-01-01,0.0425,123.273
26056,0.757,1957,0.787,"['Tadd Dameron', 'John Coltrane']",0.501,353827,0.643,0,0n9toZOivQbcwGuwNsPywM,0.0251,1,0.121,-8.786,1,Super Jet,29,1957,0.0473,127.768
99728,0.495,1975,0.816,['Carly Simon'],0.563,221253,0.489,0,7fA9fAzkCyBQ8Ln2a7MK81,0.0,9,0.148,-7.689,0,Legend In Your Own Time,29,1975,0.0264,102.667
122245,0.644,2007,0.131,['Keith Urban'],0.6659999999999999,224107,0.7,0,5jDnI5jmAqpvKwmpXP7VSj,0.0,0,0.254,-6.0829999999999975,1,But For The Grace Of God,45,2007-01-01,0.0267,104.021
114090,0.256,1966,0.613,['Bob Dylan'],0.32,271987,0.419,0,3QV5TygOhb1EZXzBB7Xc7b,3.09e-06,4,0.718,-11.686,1,"Fourth Time Around - Live at Royal Albert Hall, London, UK - May 26, 1966",21,1966-06-22,0.0439,175.055
156896,0.55,1951,0.995,['C. H. Atma'],0.441,183733,0.329,0,3EyxG4Ww6Yo6Gsxv810Vf3,0.775,11,0.417,-11.719,0,Dil Beqarar Hai Mera,0,1951-12-01,0.0423,107.369
141580,0.512,1946,0.995,['Radharani'],0.484,195634,0.138,0,7JEAAJ7h7ctZVkVDEoHXtM,0.0182,6,0.233,-11.916,1,Chhai Huyi Duniya Pe Abhi Raat Hai,0,1946-12-31,0.206,73.533
49661,0.911,1982,0.0914,['Haircut 100'],0.626,234360,0.645,0,1WrsjQWhtJkKZ5wWcaZYwN,0.792,0,0.112,-14.313,1,Lemon Firebrigade,40,1982,0.0373,128.115
74878,0.51,2019,0.00112,['Wallows'],0.504,155147,0.708,0,5naar7XewEOAjOywIp6Jjq,0.000424,11,0.7879999999999999,-5.896,0,Remember When,69,2019-03-22,0.0343,82.009
164207,0.345,1988,0.00226,['The Smiths'],0.234,466307,0.6729999999999999,0,0FXzyzshOo6kjMCeZADeFz,0.00774,0,0.742,-7.557,1,"I Know It's Over - Live in London, 1986; Extended Mix",33,1988-09-05,0.0347,200.532
155068,0.469,2018,0.0321,"['6ix9ine', 'Fetty Wap', 'A Boogie Wit da Hoodie']",0.599,151915,0.857,1,14PlDNjNh3pXyHXzkhX8n5,0.0,7,0.4,-5.7,1,KEKE,63,2018-04-10,0.299,187.985
84309,0.914,1979,0.172,['Narada Michael Walden'],0.759,397133,0.598,0,0PjkD419FrFnRuS5Mgs6pm,0.207,0,0.0995,-14.045,1,I Shoulda Loved Ya,40,1979,0.053,113.807
161256,0.314,1973,0.979,"['Giacomo Puccini', 'Rolando Panerai', 'Luciano Pavarotti', 'Nicolai Ghiaurov', 'Berliner Philharmoniker', 'Herbert von Karajan']",0.353,271693,0.295,0,45XuWhyov2kydlSZAoyqPO,0.0212,5,0.6629999999999999,-15.146,1,"La Bohème / Act 1: ""Questo Mar Rosso""",29,1973-01-01,0.0587,98.175
98401,0.695,1968,0.187,['Ramsey Lewis'],0.649,164027,0.498,0,4kuPXvpi5SCIP8O5Ypq7m9,0.0354,5,0.106,-13.386,1,Sexy Sadie,24,1968-12-31,0.15,89.431
29838,0.392,1976,0.502,['The Originals'],0.328,198707,0.251,0,024BfR0Euyhn2ZfLyPwFtx,0.0,5,0.132,-12.413,1,"Baby, I'm For Real",41,1976-01-01,0.03,150.414
78614,0.62,1951,0.902,"['Leonard Bernstein', 'Columbia Jazz Combo']",0.61,109507,0.193,0,0iXm6XiHViPfQosOx0InS4,0.778,7,0.158,-16.715999999999998,1,"Prelude, Fugue & Riffs: I. Prelude",0,1951,0.0662,155.47299999999996
8391,0.249,1963,0.988,"['Various Artists', 'Eddie Bush']",0.41,119600,0.146,0,70AO25Ab46E7Mu1Z8TDGQU,0.924,7,0.123,-22.803,1,Blue Hawaii,39,1963-09-12,0.0601,69.476
50264,0.198,1985,0.458,['Sting'],0.4370000000000001,238267,0.282,0,0MBYW7CcBJmsY3HTP05VQg,0.0,0,0.18,-17.567,0,Russians,51,1985-01-01,0.035,115.517
33107,0.6940000000000001,1992,0.414,['Liberación'],0.7090000000000001,189013,0.723,0,3WjmQylxM3VhcCcajyYGAK,0.0,0,0.127,-5.7970000000000015,1,La Fuerza Del Destino,51,1992-01-01,0.036,83.48100000000002
34746,0.6859999999999999,2001,0.178,"['Jadakiss', 'Styles of The Lox']",0.514,213827,0.961,1,3FYSNSTUCqAZGfwEd8ui4l,1.64e-06,2,0.146,-3.726,0,We Gonna Make It,54,2001-01-01,0.347,87.211
139495,0.485,2013,0.000104,['Avenged Sevenfold'],0.532,261573,0.953,0,2QecHpp1nzPMwo95fwxZ9h,0.00765,8,0.119,-5.6670000000000025,1,Requiem,52,2013-08-23,0.0394,142.016
82514,0.403,1970,0.0008359999999999,['Deep Purple'],0.185,431053,0.778,0,08nhXNcYHlXta1p30AHLwY,0.28,4,0.438,-13.587,0,Hard Lovin' Man,27,1970-06-03,0.057,140.131
70670,0.395,1998,0.35,"['Kelly Price', 'R. Kelly', 'Ronald Isley']",0.737,377507,0.366,0,35irxCsC8QXJ1IN0eioD3H,0.0,10,0.0707,-8.346,0,Friend Of Mine - Remix,43,1998-01-01,0.032,109.876
158713,0.0397,1960,0.92,['Miklós Rózsa'],0.117,175267,0.0823,0,0knIpLDrlcveGbbvYVXWaZ,0.926,10,0.123,-24.795,0,"Judea, Pt. 1 - Outtake",10,1960-01-29,0.0349,83.37299999999998
22595,0.82,1939,0.941,"['Francisco Canaro', 'Ernesto Fama']",0.6829999999999999,173853,0.349,0,02ahlvx5eYw5gdfx21MS86,0.00157,10,0.089,-7.777,1,No Me Pregunten Porque - Remasterizado,3,1939-01-24,0.0813,136.515
60290,0.0808,1946,0.993,"['Frédéric Chopin', 'Maryla Jonas']",0.364,287893,0.0737,0,2QDHBthvwG2LOWtEWQmzbO,0.8759999999999999,7,0.281,-19.529,0,"Mazurka in C Minor, Op. 56 No. 3",0,1946,0.0348,93.524
159464,0.542,1964,0.8009999999999999,['Lionel Hampton'],0.6990000000000001,307813,0.19,0,1ClCgQ5wG7US1Q8U7YOokD,0.000486,8,0.149,-17.218,1,Vibraphone Blues,9,1964-01-01,0.0439,108.447
128250,0.156,1957,0.969,['Lee Konitz Quartet'],0.512,190587,0.101,0,7H54VK937duQiAwm164aLq,0.182,5,0.123,-16.703,0,Memories Of You,17,1957-01-01,0.0531,68.47800000000001
108209,0.438,2017,0.0528,['Kane Brown'],0.46,191733,0.821,0,4iLeL1aYGcQBsYcWIhXIUO,0.0,4,0.0818,-5.332999999999998,0,Found You,59,2017-10-06,0.0404,164.144
163240,0.956,1983,0.935,"['George Frideric Handel', 'The English Concert', 'Trevor Pinnock']",0.5760000000000001,156640,0.187,0,3VZdLnXt7PHGqf3o0fDE3E,0.7609999999999999,4,0.429,-18.709,1,"Water Music Suite No.1 In F, HWV 348: 8. Hornpipe",27,1983-01-01,0.0364,116.153
139121,0.229,2011,0.0188,['Black Hippy'],0.916,216570,0.472,1,7x9vJE3Xa7mIH106rzO9Tk,0.0,11,0.1669999999999999,-12.263,0,Rolling Stone,48,2011-01-11,0.0712,117.066
42227,0.693,1945,0.246,['Эрих Мария Ремарк'],0.682,98200,0.124,1,0aia55M6w60PSDRQe8N2VE,0.0,8,0.288,-20.26,1,Часть 19.2 - Триумфальная арка,0,1945,0.923,144.27100000000004
41727,0.895,1942,0.252,['Orchestra Studio 7'],0.748,156813,0.501,0,25UjSqmp2X2pv9GHdr8vpA,0.0,5,0.123,-12.454,1,Comme facette mammeta - Instrument and base Version,0,1942-11-13,0.0353,126.519
61819,0.5379999999999999,1953,0.868,['Tony Schwartz'],0.685,475320,0.68,0,08ehXijaUk6TKbpiiZJGCU,0.0708,11,0.107,-14.531,1,Rhythm,0,1953-01-01,0.143,127.677
155389,0.591,2020,0.211,['Jelani Aryeh'],0.7240000000000001,187415,0.48,0,4gwltSjdrzKtKz9dlk2Wja,0.0772,2,0.289,-7.537000000000001,1,Stella Brown,65,2020-04-03,0.0342,125.007
9989,0.912,1971,0.278,['Gil Scott-Heron'],0.6859999999999999,199797,0.632,0,7Fztxy3uXxR169c6vLzhS9,0.00607,10,0.407,-12.031,1,Home Is Where the Hatred Is,52,1971-01-01,0.0328,98.242
65330,0.9,1971,0.779,"['Bobby Cruz', 'Ricardo ""Richie"" Ray']",0.638,253507,0.667,0,00hTMcTeaaMtjBCV30yAm9,0.000867,7,0.0419,-9.01,1,Aguinaldo Navideño,34,1971-01-01,0.115,107.023
165345,0.399,1994,0.0324,['Aerosmith'],0.288,307373,0.752,0,0yrLZW9U4yq6cTmWTGBTZM,0.0,3,0.0802,-5.942,1,Angel,32,1994-01-01,0.0338,171.417
168244,0.561,2008,0.311,['Noel Gourdin'],0.68,212680,0.535,0,6t4nja6IP7rfuFPcA7YfHr,0.0,11,0.335,-5.769,0,The River - New Album Version,39,2008-07-22,0.296,78.836
74231,0.96,2015,0.0054,['Thomas Rhett'],0.638,223253,0.8270000000000001,0,4DdF1l0DzBQy8YL2UVhPrU,0.000288,1,0.0948,-5.7929999999999975,0,Vacation,55,2015-01-01,0.0389,137.077
159670,0.178,1965,0.931,['Dean Martin'],0.25,148693,0.123,0,3iWmsJrYvfkKo8jRmZQeSz,0.000548,0,0.259,-17.811,1,Born to Lose,16,1965,0.0285,69.771
104841,0.868,2000,0.476,['Erykah Badu'],0.757,51267,0.439,0,0xgkQ67LbDWjL86nIHeXS3,0.7490000000000001,5,0.103,-14.114,0,Hey Sugah - Interlude,42,2000-10-31,0.0591,79.815
102265,0.394,1987,0.491,['The Forester Sisters'],0.517,198960,0.267,0,5ATCv8oELfCd4cUCXOON2A,5.45e-06,5,0.125,-16.078,1,(I'd Choose) You Again,31,1987,0.0319,129.825
26416,0.942,1959,0.909,['Ronnie Hawkins'],0.579,130373,0.583,0,5Q8dzjRMYIKKtZrWKnWtHY,0.0,2,0.118,-8.087,0,Mary Lou,33,1959,0.0525,131.454
85054,0.696,1983,0.602,['The Style Council'],0.637,420693,0.522,0,26Fk1YatHThrKaBVpEWfKw,0.000112,7,0.0414,-15.792,1,Long Hot Summer - Extended Version,40,1983-01-01,0.0766,86.351
70198,0.735,1995,0.116,['Los Fabulosos Cadillacs'],0.725,243720,0.939,0,5nofWp3plvxYX1xgHpe4fi,0.0,0,0.0225,-4.223,1,Mal Bicho - Remasterizado 2008,59,1995-06-18,0.0651,103.09
74217,0.356,2015,0.194,['Stevie Stone'],0.7809999999999999,183093,0.731,1,4xB1dkCcukBOG3X4v6vXuB,0.0,2,0.107,-5.87,0,Get Fucked Up,57,2015-06-30,0.0391,85.20200000000001
52974,0.238,1998,0.8859999999999999,['Sublime'],0.593,263533,0.0628,0,6DZO4qJMgLTwk1YbS79Fmy,0.000302,11,0.327,-22.124,0,Freeway Time In L.A. County Jail - Acoustic Version,44,1998-11-17,0.0811,115.459
36619,0.794,2010,0.00166,['Usher'],0.551,219987,0.893,0,0aBKFfdyOD1Ttvgv0cfjjJ,0.0,7,0.348,-2.628,1,More - RedOne Jimmy Joker Remix,66,2010-11-22,0.0543,125.083
157882,0.595,1956,0.98,['Pete Seeger'],0.606,120827,0.029,0,0VNB8UvplDjIoIgN12dZK0,0.000159,5,0.0941,-23.526,1,Autherine,3,1956-01-01,0.0586,132.842
91565,0.339,2016,0.023,['BTS'],0.357,226161,0.498,0,0UDCfleTgwihlnOUxbzokR,1.99e-06,3,0.269,-6.589,1,Awake,66,2016-10-10,0.0332,142.816
113640,0.0758,1964,0.643,['101 Strings Orchestra'],0.0792,233941,0.187,0,5uLbBJurAafPSjNtJejtEx,0.83,4,0.175,-16.741,0,Autumn Leaves,20,1964-01-01,0.0379,79.275
150362,0.483,1993,0.27,['Johnny Gill'],0.6940000000000001,287493,0.568,0,0wAlrWE1eMqNJZW3qp1Dbr,0.0,7,0.225,-7.74,1,Quiet Time To Play,31,1993-01-01,0.0482,130.79399999999998
149875,0.496,1991,0.687,['Alberto Vazquez'],0.5529999999999999,180152,0.622,0,57F2bFv1ACvOcxwRfPlMM1,0.000149,7,0.0666,-6.125,0,Dieciséis Toneladas,45,1991-12-19,0.0753,129.89
59644,0.129,1942,0.994,"['Frédéric Chopin', 'Vladimir Horowitz']",0.347,310133,0.0317,0,2si3lFSF2wnIqNF4r8f4tn,0.887,1,0.0754,-22.936,1,"Prélude in D-Flat Major, Op. 28, No. 15 ""Raindrop""",5,1942,0.0514,77.711
25005,0.94,1951,0.977,['Lata Mangeshkar'],0.583,186906,0.314,0,7ss6rTaXxoTHXw3Wx8bOR2,0.8,1,0.242,-14.885,1,Dil Dhadke Nazar Sharmaye,9,1951-12-01,0.0509,153.767
146707,0.762,1975,0.516,['David Allan Coe'],0.742,159160,0.4320000000000001,0,5xryK8MvDmEipTE1j0dbMQ,0.0,5,0.0913,-12.687,1,I'm Gonna Hurt Her On the Radio,21,1975,0.0331,99.104
52564,0.114,1996,0.229,['Bone Thugs-N-Harmony'],0.435,349971,0.45,0,6kq8eK7pKvfO5TJ6dLPoPY,2.47e-05,1,0.277,-13.61,1,Days of Our Livez - Soundtrack,43,1996-09-24,0.0903,155.709
23060,0.523,1941,0.995,"['Johann Sebastian Bach', 'Claudio Arrau']",0.428,318867,0.106,0,2DzOFM3c0XaThuuwUSL9V4,0.919,7,0.172,-28.705,1,"Goldberg Variations, BWV 988: Variation XIII",0,1941,0.0491,78.813
104717,0.867,2000,0.32,"['Ferrante & Teicher', 'Les Baxter']",0.5589999999999999,265200,0.387,0,3T9RPIPaDt9ZPqEN1x7iQG,0.0,3,0.117,-13.05,1,Sleigh Ride/Santa Claus' Party,41,2000-10-24,0.0463,116.125
5436,0.189,1949,0.924,['Bing Crosby'],0.226,174813,0.165,0,7fMzfMEYgi93UGLjRYEzoy,0.325,9,0.166,-14.536,1,The Christmas Song,32,1949-01-01,0.0373,78.164
129537,0.96,1963,0.7020000000000001,['Marvin Gaye'],0.6409999999999999,165160,0.482,0,1sVTRgkndcOERvad3M69g3,0.0,0,0.134,-12.281,0,Hello There Angel,15,1963-12-01,0.0303,122.831
72333,0.208,2006,0.148,['Heather Headley'],0.616,245947,0.457,0,6NSlNryPDSICV6ER6ZRosi,0.0,0,0.125,-6.761,1,In My Mind,47,2006,0.034,119.646
140004,0.242,2016,3.19e-06,['Gojira'],0.333,212653,0.959,0,5uunXHE4kIW6uS4HWAXaOQ,0.0563,2,0.299,-4.348,1,Silvera,60,2016-06-17,0.072,137.05200000000002
152104,0.157,2002,0.8740000000000001,['Ben Folds'],0.378,323600,0.368,0,6QMujKWzo7QpC39f7M9tzV,6.28e-06,0,0.945,-10.633,1,"Tiny Dancer - Live at Newport Music Festival, Newport, RI - July 2002",42,2002-10-08,0.0299,147.254
85628,0.931,1986,0.0783,['New Order'],0.617,261400,0.918,0,2UhY7bWv6KHOqgvuf0RRvz,0.8009999999999999,10,0.0918,-5.192,1,Bizarre Love Triangle,29,1986-09-29,0.0502,118.472
89341,0.632,2005,0.789,['The Delfonics'],0.552,199707,0.421,0,5jzqOYJmouDjfxlUw2u27f,0.0,2,0.282,-9.5,1,La-La Means I Love You,46,2005-01-11,0.0265,85.523
76806,0.7090000000000001,1940,0.916,['Chittoor V. Nagaiah'],0.589,194133,0.365,0,1nUZPmpfPwGCXsLaniarko,0.0,3,0.354,-11.696,0,Aadabratuk Madhuram,0,1940-12-31,0.0698,118.452
11857,0.8909999999999999,1981,0.139,['Conway Twitty'],0.731,171067,0.491,0,5sRLBlFHRFk3LerdiGs4Z6,2.17e-06,5,0.0786,-13.951,1,Tight Fittin' Jeans,57,1981-01-01,0.0344,102.211
84501,0.351,1980,0.285,['Bob Seger'],0.65,243293,0.386,0,3R1NJOyp84C51dpfuYO29A,8.35e-05,2,0.102,-8.407,1,Good For Me,31,1980-02-25,0.0307,93.8
170160,0.145,2018,0.26,['Shallou'],0.642,234228,0.551,0,2RuOeqFMhuYLVGbgGPQx2l,0.147,11,0.115,-8.411,0,You and Me,55,2018-04-27,0.13,113.079
100756,0.96,1980,0.016,['Grace Jones'],0.83,313553,0.5379999999999999,0,4qJUooADlW9fJEsinSNYko,0.774,11,0.0739,-14.309,0,Private Life,36,1980-05-01,0.0478,132.312
155104,0.54,2018,0.206,['Banda MS de Sergio Lizárraga'],0.823,201960,0.378,0,5OUGSwa2eadrcAsMdUItmO,3.95e-06,0,0.106,-6.9060000000000015,1,Mejor Me Alejo,65,2018-09-14,0.0431,124.084
19902,0.725,1925,0.995,['Louis Armstrong & His Hot Five'],0.613,185093,0.1669999999999999,0,7GOFB7EHNRz6t0Ejj5BuCB,0.868,4,0.1639999999999999,-16.608,1,Cornet Chop Suey,1,1925,0.0967,88.744
24340,0.0398,1948,0.986,"['Giacomo Puccini', 'Eva Marton', 'Giuseppe Patanè', 'Munich Radio Orchestra']",0.295,143733,0.232,0,0RtKsYEX4zHXbK0XPcvYFb,0.00524,3,0.0772,-13.798,0,"Turandot: Tu, che di gel sei cinta",0,1948,0.0453,87.90799999999999
65268,0.763,1971,0.21,['Alan Moorhouse'],0.5760000000000001,171388,0.727,0,58M8qlkGfI7I0bFnb1NZXF,0.809,5,0.0466,-9.03,1,Music to Drive By,35,1971-01-01,0.0568,130.326
131681,0.354,1974,0.426,['Commodores'],0.458,308400,0.77,0,36zPU7Eewsao8qYV9do8b4,0.00328,5,0.081,-7.665,0,The Assembly Line,27,1974-01-01,0.0513,108.346
40507,0.848,1936,0.5770000000000001,['Legión Española'],0.591,170980,0.474,0,16O2ks0yqNXo1pOPwzEnZY,0.954,10,0.37,-8.427999999999999,1,Los Gaiteros - Remastered,2,1936-06-15,0.033,126.819
52650,0.305,1997,2.28e-05,['Deftones'],0.347,276573,0.95,0,2cN7qiHMJflO91pkG9HoO1,0.833,11,0.17,-4.561,1,Dai the Flu,49,1997-10-27,0.0698,87.208
141316,0.235,1942,0.993,"['Robert Schumann', 'Sergei Rachmaninoff']",0.37,76213,0.153,0,4M8kBH2L7UTd8lOz0IwuUU,0.6729999999999999,5,0.163,-20.868,0,"Carnaval, Op. 9: 17. Paganini (Intermezzo)",0,1942,0.0425,134.899
159070,0.201,1962,0.979,"['Louis Bourgeois', 'Mormon Tabernacle Choir', 'Jerold D. Ottley']",0.222,180333,0.286,0,6o1rXHrmQWYarCYPMnN1Tc,0.0167,7,0.0894,-13.34,1,All People That on Earth Do Dwell,7,1962,0.0314,90.478
157300,0.0419,1953,0.989,"['Richard Wagner', 'Lorenz Fehenberger', 'Annelies Kupper', 'Bayerisches Rundfunkorchester', 'Eugen Jochum']",0.174,230400,0.209,0,2OiEsBYfqbZIKH8XQSXLQA,9.78e-05,4,0.128,-15.973,1,"Lohengrin, WWV 75 / Act 3: ""Das süße Lied verhallt""",0,1953-07-01,0.044,81.194
161658,0.871,1975,0.275,['Cecilio & Kapono'],0.664,216400,0.619,0,7tqDIibMu6H6TvUYkD8Scn,0.0,2,0.0963,-14.236,1,Someday,19,1975,0.055,91.497
22156,0.909,1937,0.901,['Francisco Canaro'],0.585,180507,0.487,0,14pJei5HkNeld3YB2vatT4,0.22,9,0.18,-9.631,1,Milonga de Mis Amores - Instrumental (Remasterizado),0,1937-01-18,0.0801,84.079
79890,0.983,1957,0.995,"['Johann Sebastian Bach', 'Glenn Gould']",0.557,48773,0.308,0,4yw8ZLkvaT1ShHId3ZaqUg,0.947,7,0.131,-20.404,0,"9 Little Preludes, BWV 924-932: Prealudium in D Minor, BWV 926",20,1957,0.0587,102.194
96836,0.142,1960,0.97,['Bill Evans Trio'],0.481,292400,0.0545,0,2id01GmYXG0yZtvNvtq6i4,0.537,3,0.0968,-15.015,1,When I Fall In Love,10,1960,0.0449,107.429
168283,0.242,2009,0.00353,"['Major Lazer', 'Vybz Kartel']",0.883,213947,0.963,0,272equSq1pmkiKnOoT52Zd,0.45,0,0.096,-4.62,1,Pon De Floor,40,2009-01-01,0.195,126.997
40675,0.71,1937,0.733,['The 1937 Flood'],0.392,143510,0.414,0,5MZQ0fNAlx6FSK24CA9b3A,0.0,7,0.392,-11.028,1,Blue Moon,0,1937,0.0432,132.804
87033,0.715,1994,0.4,['Alan Jackson'],0.6759999999999999,199533,0.665,0,2kNrmBf2io20L8ifZepPhB,0.0,2,0.29,-8.652999999999999,1,All American Country Boy,40,1994-06-28,0.0283,144.691
74616,0.931,2017,0.581,['Ed Sheeran'],0.825,233713,0.652,0,0FE9t6xYkqWXU2ahLh6D8X,0.0,1,0.0931,-3.1830000000000003,0,Shape of You,73,2017-01-06,0.0802,95.977
81614,0.711,1966,0.000121,"['John Mayall & The Bluesbreakers', 'Eric Clapton']",0.376,125667,0.8029999999999999,0,1jHoVcOU7KVnkxrbiqnLkx,0.0,9,0.149,-3.314,1,Key To Love - Mono,29,1966-06-22,0.0319,97.843
80467,0.332,1960,0.61,['Enrique Guzman'],0.312,172667,0.3720000000000001,0,6punhea3aLO1amgBFe5Onz,0.0,5,0.38,-9.472,1,Gracias por el Recuerdo (Thanks for the Memory),30,1960,0.0273,82.965
54345,0.0342,2005,0.986,['Jean-Yves Thibaudet'],0.15,287373,0.017,0,3ggc70INCVlv5e2481tX85,0.8420000000000001,3,0.0657,-24.737,1,"End Credits - From ""Pride & Prejudice"" Soundtrack",49,2005-01-01,0.0407,66.692
109548,0.545,1940,0.993,['Fragkiskos Dimitriou'],0.262,225813,0.199,0,3AF1qf7W3rTgeXOAjdMSkC,0.8109999999999999,9,0.0966,-12.095999999999998,1,O Ntoulas,0,1940-01-01,0.0438,75.65
113635,0.491,1964,0.991,['Fairuz'],0.354,176300,0.24,0,3CWhIL7RI4zR5oLIRQGyZT,0.116,11,0.303,-9.721,0,Baktoflak Bas,27,1964-01-01,0.0331,80.078
134699,0.373,1989,0.469,['Joe Satriani'],0.578,352640,0.544,0,1FwMRlo4WmMWt6PjfkMVQ0,0.0012,7,0.0869,-6.805,1,I Believe,35,1989-10-30,0.0255,92.315
48026,0.477,1974,0.48,['Cher'],0.528,206467,0.435,0,0xL3tjPSUJncbnIOn1uPhZ,0.0,8,0.417,-13.282,1,Dark Lady,40,1974-01-01,0.0391,147.274
168831,0.63,2011,0.0421,['Grieves'],0.5920000000000001,185373,0.509,1,1Ktl7ty30PHEdpE7MFYRyF,0.0,11,0.0814,-6.685,1,On The Rocks,44,2011-06-21,0.376,180.12
138837,0.424,2010,0.0106,"['J. Stalin', ""Lil' Retro"", 'Lil Blood']",0.669,281040,0.687,1,67uXCHiEdTbR5wFzFQ6WiV,1.31e-06,1,0.13,-9.762,1,Self Made Millionaire,43,2010-01-12,0.201,87.988
143854,0.758,1958,0.908,['Fats Navarro'],0.7290000000000001,165418,0.273,0,6210iAl8XqUydfrhURrxeB,0.000687,7,0.0783,-10.476,1,Nostalgia,7,1958-01-01,0.0772,78.745
31493,0.0763,1984,0.5529999999999999,"['Mike Reno', 'Ann Wilson']",0.598,228667,0.333,0,3HI7oXJcgIXOhhPBvONWFo,3.33e-06,8,0.0773,-11.055,1,"Almost Paradise (feat. Ann Wilson) - Love Theme from ""Footloose""",48,1984,0.0313,129.048
161984,0.883,1977,0.7140000000000001,['Ramon Ayala Y Sus Bravos Del Norte'],0.5529999999999999,225893,0.482,0,6Cr0skptVlKzzNgczHhCcS,4.03e-05,8,0.0548,-5.808,1,Corrido Hermanos Bedolla,20,1977-07-01,0.0554,175.824
8707,0.7959999999999999,1965,0.00748,['The Beatles'],0.4920000000000001,142267,0.755,0,7C6hdDIz90Uf5YmdZnYbJJ,0.0,9,0.102,-9.273,1,If I Needed Someone - Remastered 2009,52,1965-12-03,0.0331,127.387
153085,0.662,2007,0.142,['Streetlight Manifesto'],0.629,303347,0.8740000000000001,0,2CP2xY3OA1adUgFW0lVwhw,9.67e-06,2,0.179,-4.6610000000000005,1,"Down, Down, Down to Mephisto's Cafe",42,2007-11-13,0.149,141.946
39201,0.762,1929,0.325,['Эрнест Хемингуэй'],0.6970000000000001,459377,0.238,1,42LzZsSdrKF6myu822lq0I,0.0,6,0.275,-18.223,1,Часть 19.3 & Часть 20.1 - Прощай оружие,0,1929,0.912,101.414
159287,0.942,1963,0.639,['Hank Snow'],0.602,112360,0.585,0,00lbuSl9nCWhCv1vuBEHqj,0.0,8,0.0854,-12.647,1,Pan American,16,1963-12-17,0.0384,98.878
110835,0.564,1950,0.742,['Эрнест Хемингуэй'],0.69,102800,0.276,1,0qMH6oMgw1Q8lWPGAGOX0o,0.0,0,0.277,-18.706,1,"Часть 85.3 - За рекой, в тени деревьев",0,1950,0.7929999999999999,84.49700000000001
